claim_id,prior_claim_id,disposition,active_for_rewrite,replacement_claim_ids,manuscript_section,component,claim_type,support_level,approval_status,proposed_claim,source_path,source_sha256,source_selector,source_row_number,source_column,exact_value,display_value,rounding_places,display_scale,evidence_anchor,evidence_scope,mandatory_qualifier,prohibited_overclaim
R2N002,,new,True,,Results — probability baselines,round2_probability_baseline,narrative,bounded_synthesis,approved,The outer-training empirical-prior comparator contextualizes probability metrics but does not establish calibration quality or deployment performance.,reports/research_log/major_revision_round2/PROBABILITY_BASELINE_REPORT.md,389b191a1c50799eaeedc0736c09b9c6fdd6c5bece088635940c05f83497ed99,,,,,,,,The empirical-prior values provide a meaningful non-informative probability comparator.,Fold-specific empirical priors derived only from each outer-training partition.,"The comparator is naive, sample-conditional, and not selected against outer-test data.",Do not interpret ECE zero as perfect general calibration or the baseline as a deployable model.
R2N003,,new,True,,Results and discussion — extreme class,round2_extreme_class,narrative,bounded_synthesis,approved,"Strong aggregate ordinal scores can coexist with complete failure to identify rating 4, so per-class behavior must accompany aggregate rankings.",reports/research_log/major_revision_round2/PER_CLASS_EXTREME_CLASS_REPORT.md,4437bf690f9d5ab902f1d5e4b7267ccd1649ce050cb3f1df3463b751f3185db0,,,,,,,,producing rating-4 recall and F1 of zero,P3 exactly-once OOF predictions for the four focal trained systems.,This is observed metric behavior under one sample and protocol.,Do not infer a causal explanation for the extreme-class failure.
R2N004,,new,True,,Results — information-policy sensitivity,round2_timing,narrative,bounded_synthesis,approved,The P3→P4 and P4→P5 contrasts are central timing/information sensitivities under fixed and retuned estimands; neither is a causal feature-removal effect or prospective validation.,reports/research_log/major_revision_round2/ROUND2_PLAN.md,668543c1307ceb2ea93b022ab60e67f350db3ef1eae3159cc72e201b7b942c2f,,,,,,,,Move the P3→P4 and P4→P5 changes into the central Results/Discussion/Conclusion story,Matched policy contrasts on the frozen INX folds.,P4/P5 are prospective-plausibility sensitivities because feature timestamps are unavailable.,Do not call P3 confirmed leakage or P4/P5 leakage-free prospective evidence.
R2N005,,new,True,,Results — subgroup diagnostics,round2_subgroup,narrative,bounded_synthesis,approved,"All six prespecified P3 subgroup attributes are reported at the support threshold with endpoints and exploratory intervals, including unfavorable cells.",reports/research_log/major_revision_round2/ROUND2_PLAN.md,668543c1307ceb2ea93b022ab60e67f350db3ef1eae3159cc72e201b7b942c2f,,,,,,,,"Publish all six attributes, including the large department gap","P3 maximum-minus-minimum gaps for macro-F1, QWK, and ordinal MAE at the declared support threshold.",The table is descriptive and support-dependent.,"Do not claim fairness, discrimination, protected-class effects, or legal compliance."
R2N006,,new,True,,Results — HR target construction,round2_hr_mapping,narrative,bounded_synthesis,approved,The retained three-class and raw-order four-class HR formulations are different estimands and are compared side by side without subtraction or improvement language.,reports/research_log/major_revision_round2/HR_MAPPING_SENSITIVITY_REPORT.md,53b836dc250d60f1e14f4d7fc2217f062aa8cfe43cf78806f816d5d6c10117de,,,,,,,,These values describe different target estimands.,Five repeated 5×5 nested-CV runs for raw and sigmoid XGBoost within each formulation.,Target construction and metric choice jointly condition interpretation.,Do not claim construct equivalence or cross-formulation improvement.
R2N007,,new,True,,Results — HR CV design,round2_hr_cv,narrative,bounded_synthesis,approved,"The 10×5 versus repeated-5×5 HR comparison is descriptive CV-design sensitivity, not an equivalence test or robustness certification.",reports/research_log/major_revision_round2/HR_MAPPING_SENSITIVITY_REPORT.md,53b836dc250d60f1e14f4d7fc2217f062aa8cfe43cf78806f816d5d6c10117de,,,,,,,,The 11/14 result does not authorize an unqualified claim of robustness to CV design.,Fourteen point-estimate versus empirical-range checks under the retained three-class formulation.,Repeated ranges are not confidence intervals.,Do not describe the design comparison as statistical equivalence or unqualified robustness.
R2N008,,new,True,,Results — HR target aliases,round2_hr_alias,narrative,bounded_synthesis,approved,The primary target-alias comparison restricts canonical predictions and exclusion/refit predictions to the identical 309-row population; the separate 311→309 contrast is only a fit-free sample-removal effect.,reports/research_log/major_revision_round2/HR_MAPPING_SENSITIVITY_REPORT.md,53b836dc250d60f1e14f4d7fc2217f062aa8cfe43cf78806f816d5d6c10117de,,,,,,,,The primary training/data-rule comparison is **canonical predictions restricted to 309 rows versus exclusion/refit predictions on those identical 309 rows**.,Repetition-1 raw-XGBoost sensitivity with two prespecified audited disagreements removed.,Only the matched 309↔309 contrast isolates training/data-rule sensitivity.,Do not attribute the 311→309 change to refitting or claim equivalence.
R2N009,,new,True,,Methods — reproducibility,round2_methods,narrative,bounded_synthesis,approved,"The Methods contract fully enumerates feature governance, preprocessing, candidate grids, tie rules, fold identities, seed identities, and refit boundaries.",reports/research_log/major_revision_round2/METHOD_REPRODUCIBILITY_TABLES/METHODS_NOTES.md,16b2ce99950f7ada253d558a444292baca3f3a2f17956921935ab1c6e0449ba2,,,,,,,,cumulative-threshold XGBoost independently fits binary XGBoost tasks for each observed training threshold,Publication-facing S1–S3 tables bound to governed source hashes.,The description does not add a new experiment or change the frozen estimands.,"Do not omit outer-test isolation, tie tolerance, or timestamp caveats."
R2N010,,new,True,,Discussion — novelty positioning,round2_literature,narrative,bounded_synthesis,approved,"The contribution is not the novelty of any single component, but their operational integration into a traceable evaluation contract.",reports/research_log/major_revision_round2/LITERATURE_V4/NOVELTY_BOUNDARY.md,85e83a24ed6d12e9d9104503076494625f72e982a84f2ede81c4003aadee8851,,,,,,,,"The contribution is not the novelty of any single component, but their operational integration into a traceable evaluation contract.",Additive source-verified Round 2 core-method bibliography and bounded positioning statement.,"This is a positioning statement, not an exhaustive literature claim.","Do not state world-first, first-ever, or exhaustive novelty."
R2N011,,new,True,,Abstract — estimand boundary,round2_abstract,narrative,bounded_synthesis,approved,The abstract distinguishes single frozen canonical INX OOF values from HR means across five repetitions and does not imply that they share an estimand.,reports/research_log/major_revision_round2/ROUND2_PLAN.md,668543c1307ceb2ea93b022ab60e67f350db3ef1eae3159cc72e201b7b942c2f,,,,,,,,Use the explicit-design alternative,Round 2 abstract reporting rule.,INX and HR values must carry their respective design qualifiers.,"Do not pool, subtract, or directly rank the two dataset estimands."
R2N012,,new,True,,Approval gate,round2_gate,narrative,bounded_synthesis,approved,"The complete Round 2 claim digest requires explicit digest-specific user approval before any manuscript, bibliography, or reviewer-response rewrite.",reports/research_log/major_revision_round2/ROUND2_PLAN.md,668543c1307ceb2ea93b022ab60e67f350db3ef1eae3159cc72e201b7b942c2f,,,,,,,,No approval is inferred from a generic instruction to continue.,Pre-rewrite governance gate for the Round 2 claim matrix.,Approval must identify the exact new digest.,Do not infer approval from a generic continue instruction.
R2P001,,prohibited,False,,Global boundary,round2_prohibited,narrative,procedural_boundary,approved,PROHIBITED: Treat selection sensitivity as one binary claim that ranking materially depends on the objective.,reports/research_log/major_revision_round2/SELECTION_OBJECTIVE_SENSITIVITY.md,4c4e712aa1deb49345b02d29a8df8129045f4ac89e9037ceeaf3744adca4801f,,,,,,,,"These are separate descriptive facts, not one binary material-dependence classification.",Explicit Round 2 non-claim.,This language is excluded from every manuscript component.,Treat selection sensitivity as one binary claim that ranking materially depends on the objective.
R2P002,,prohibited,False,,Global boundary,round2_prohibited,narrative,procedural_boundary,approved,PROHIBITED: Attribute the HR 311→309 contrast to model refitting.,reports/research_log/major_revision_round2/HR_MAPPING_SENSITIVITY_REPORT.md,53b836dc250d60f1e14f4d7fc2217f062aa8cfe43cf78806f816d5d6c10117de,,,,,,,,These changes must not be attributed to retraining.,Explicit Round 2 non-claim.,This language is excluded from every manuscript component.,Attribute the HR 311→309 contrast to model refitting.
R2P003,,prohibited,False,,Global boundary,round2_prohibited,narrative,procedural_boundary,approved,PROHIBITED: Describe score differences between the three-class and four-class HR formulations as improvements.,reports/research_log/major_revision_round2/HR_MAPPING_SENSITIVITY_REPORT.md,53b836dc250d60f1e14f4d7fc2217f062aa8cfe43cf78806f816d5d6c10117de,,,,,,,,are not subtracted or labelled as improvements,Explicit Round 2 non-claim.,This language is excluded from every manuscript component.,Describe score differences between the three-class and four-class HR formulations as improvements.
R2P004,,prohibited,False,,Global boundary,round2_prohibited,narrative,procedural_boundary,approved,PROHIBITED: Describe P4 or P5 as timestamp-verified prospective validation.,reports/research_log/major_revision_round2/ROUND2_PLAN.md,668543c1307ceb2ea93b022ab60e67f350db3ef1eae3159cc72e201b7b942c2f,,,,,,,,P4 is never timestamp-verified prospective evidence,Explicit Round 2 non-claim.,This language is excluded from every manuscript component.,Describe P4 or P5 as timestamp-verified prospective validation.
R2P005,,prohibited,False,,Global boundary,round2_prohibited,narrative,procedural_boundary,approved,PROHIBITED: Treat subgroup gaps as proof of fairness or discrimination.,reports/research_log/major_revision_round2/ROUND2_PLAN.md,668543c1307ceb2ea93b022ab60e67f350db3ef1eae3159cc72e201b7b942c2f,,,,,,,,"The table is a descriptive diagnostic, not evidence of fairness",Explicit Round 2 non-claim.,This language is excluded from every manuscript component.,Treat subgroup gaps as proof of fairness or discrimination.
R2E001,,new,True,,Results — selection-objective sensitivity,round2_selection,numerical,direct_exact,approved,Metric leaders changed for 6 of 9 reported metrics.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""selection_leader_changed""}",2,value,6,6,0,1,,Nine model-ranking metrics under macro-F1 and QWK selection.,Leader change is distinct from full-ordering change.,Do not convert this count into a binary materiality verdict.
R2E002,,new,True,,Results — selection-objective sensitivity,round2_selection,numerical,direct_exact,approved,The full model ordering changed for 9 of 9 reported metrics.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""selection_full_ordering_changed""}",3,value,9,9,0,1,,Nine model-ranking metrics under macro-F1 and QWK selection.,A full-ordering change may be confined to lower ranks.,Do not equate every permutation with material dependence.
R2E003,,new,True,,Results — selection-objective sensitivity,round2_selection,numerical,direct_exact,approved,The selected candidate changed in 37 of 60 model-by-fold selections.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""selection_candidate_changed""}",4,value,37,37,0,1,,Six trained models across ten shared outer folds.,"This count concerns candidate identities, not independent test repetitions.",Do not interpret it as a probability of future selection change.
R2E004,,new,True,,Results — selection-objective sensitivity,round2_selection,numerical,direct_exact,approved,"With QWK selection, nominal XGBoost achieved QWK 0.6418.",reports/research_log/major_revision_round2/selection_objective_sensitivity/metric_effect_magnitudes.csv,a78d36ec202748c8c6ad0c4568fba63f7743f9ca99dcb6c669ae045df1da0938,"{""metric"":""quadratic_weighted_kappa"",""model"":""xgboost""}",17,qwk_selection_value,0.6417784645641638,0.6418,4,1,,Exactly-once P3 OOF predictions under QWK-based candidate selection.,"Leadership is metric-, regime-, and protocol-specific.",Do not call XGBoost universally best.
R2E005,,new,True,,Results — selection-objective sensitivity,round2_selection,numerical,direct_exact,approved,"For cumulative-threshold XGBoost, QWK changed by 0.0769 under QWK rather than macro-F1 selection.",reports/research_log/major_revision_round2/selection_objective_sensitivity/metric_effect_magnitudes.csv,a78d36ec202748c8c6ad0c4568fba63f7743f9ca99dcb6c669ae045df1da0938,"{""metric"":""quadratic_weighted_kappa"",""model"":""cumulative_threshold_xgboost""}",19,qwk_minus_macro_f1_selection,0.07691329767012556,0.0769,4,1,,Signed within-model OOF score difference between the two selection regimes.,This is a descriptive sensitivity without an uncertainty interval.,Do not call the change statistically significant.
R2E006,,new,True,,Results — extreme-class behavior,round2_extreme_class,numerical,direct_exact,approved,"Under canonical macro-F1 selection, Random Forest rating-4 recall was 0.0000.",reports/research_log/major_revision_round2/selection_objective_sensitivity/per_class_metrics.csv,7766cd76abb7e1dda22629889f968cacc99d84e91df3c740e8aa0f59eb39a4f7,"{""class_label"":""4"",""dataset_key"":""inx_primary"",""model_name"":""random_forest"",""selection_objective"":""macro_f1""}",16,recall,0.0,0.0000,4,1,,"Rating-4 class on the 1,200-row P3 exactly-once OOF sample.",Aggregate QWK and MAE remain separate metrics.,Do not imply adequate extreme-class detection from aggregate ordinal scores.
R2E007,,new,True,,Results — extreme-class behavior,round2_extreme_class,numerical,direct_exact,approved,Cumulative-threshold XGBoost rating-4 recall was 0.4167 under macro-F1 selection.,reports/research_log/major_revision_round2/selection_objective_sensitivity/per_class_metrics.csv,7766cd76abb7e1dda22629889f968cacc99d84e91df3c740e8aa0f59eb39a4f7,"{""class_label"":""4"",""dataset_key"":""inx_primary"",""model_name"":""cumulative_threshold_xgboost"",""selection_objective"":""macro_f1""}",4,recall,0.4166666666666667,0.4167,4,1,,"Rating-4 class on the 1,200-row P3 exactly-once OOF sample.",This value is selection-regime specific.,Do not attribute the value to a causal mechanism.
R2E008,,new,True,,Results — extreme-class behavior,round2_extreme_class,numerical,direct_exact,approved,Cumulative-threshold XGBoost rating-4 recall was 0.0000 under QWK selection.,reports/research_log/major_revision_round2/selection_objective_sensitivity/per_class_metrics.csv,7766cd76abb7e1dda22629889f968cacc99d84e91df3c740e8aa0f59eb39a4f7,"{""class_label"":""4"",""dataset_key"":""inx_primary"",""model_name"":""cumulative_threshold_xgboost"",""selection_objective"":""qwk""}",22,recall,0.0,0.0000,4,1,,"Rating-4 class on the 1,200-row P3 exactly-once OOF sample.",This value is selection-regime specific.,Do not treat aggregate QWK improvement as uniform classwise improvement.
R2E009,,new,True,,Results — probability baselines,round2_probability_baseline,numerical,direct_exact,approved,The outer-training empirical-prior baseline had RPS 0.1167.,reports/research_log/major_revision_round2/selection_objective_sensitivity/empirical_prior_metrics.csv,c2df616438acde3541588e0b40cdd4f37d0bc59fe5bb9a2b57691139c7ad3132,"{""metric"":""ranked_probability_score"",""model"":""outer_training_empirical_prior""}",13,value,0.11671853566529493,0.1167,4,1,,Exactly-once fold-specific empirical-prior probabilities.,Lower RPS is better; this baseline is descriptive.,Do not call this a calibrated deployable model.
R2E010,,new,True,,Results — probability baselines,round2_probability_baseline,numerical,direct_exact,approved,The outer-training empirical-prior baseline had log loss 0.7683.,reports/research_log/major_revision_round2/selection_objective_sensitivity/empirical_prior_metrics.csv,c2df616438acde3541588e0b40cdd4f37d0bc59fe5bb9a2b57691139c7ad3132,"{""metric"":""nll_log_loss"",""model"":""outer_training_empirical_prior""}",10,value,0.7682980081665606,0.7683,4,1,,Exactly-once fold-specific empirical-prior probabilities.,Lower log loss is better; this baseline is descriptive.,Do not claim statistical superiority without an interval or test.
R2E011,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,"Under the fixed schedule, P3→P4 changed macro-F1 by -0.2094.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""p3_p4_fixed_macro_f1_delta""}",8,value,-0.2093522509132256,-0.2094,4,1,,Adjacent policy contrast on the shared INX folds.,Fixed and retuned estimands answer different descriptive questions.,Do not interpret the contrast as causal or timestamp-verified prospective performance.
R2E012,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,"Under independent retuning, P3→P4 changed macro-F1 by -0.1937.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""p3_p4_retuned_macro_f1_delta""}",11,value,-0.1936734123548972,-0.1937,4,1,,Adjacent policy contrast on the shared INX folds.,Fixed and retuned estimands answer different descriptive questions.,Do not interpret the contrast as causal or timestamp-verified prospective performance.
R2E013,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,"Under the fixed schedule, P3→P4 changed QWK by -0.3581.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""p3_p4_fixed_quadratic_weighted_kappa_delta""}",9,value,-0.35810351296815993,-0.3581,4,1,,Adjacent policy contrast on the shared INX folds.,Fixed and retuned estimands answer different descriptive questions.,Do not interpret the contrast as causal or timestamp-verified prospective performance.
R2E014,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,"Under independent retuning, P3→P4 changed QWK by -0.3308.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""p3_p4_retuned_quadratic_weighted_kappa_delta""}",12,value,-0.3307990250438372,-0.3308,4,1,,Adjacent policy contrast on the shared INX folds.,Fixed and retuned estimands answer different descriptive questions.,Do not interpret the contrast as causal or timestamp-verified prospective performance.
R2E015,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,"Under the fixed schedule, P4→P5 changed QWK by -0.1150.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""p4_p5_fixed_quadratic_weighted_kappa_delta""}",15,value,-0.11498912044116460,-0.1150,4,1,,Adjacent policy contrast on the shared INX folds.,Fixed and retuned estimands answer different descriptive questions.,Do not interpret the contrast as causal or timestamp-verified prospective performance.
R2E016,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,"Under independent retuning, P4→P5 changed QWK by -0.1767.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""p4_p5_retuned_quadratic_weighted_kappa_delta""}",18,value,-0.17668572729746735,-0.1767,4,1,,Adjacent policy contrast on the shared INX folds.,Fixed and retuned estimands answer different descriptive questions.,Do not interpret the contrast as causal or timestamp-verified prospective performance.
R2E017,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,Retuned macro-F1 for Information-Rich Diagnostic was 0.8943.,reports/research_log/major_revision_v3/phase1d_policy_retuning/headline_policy_comparison.csv,3ea78efa8b710759c1db2fa53e782b0144951ac927f3c86f0e18871b3c3e95e4,"{""policy_id"":""P0""}",2,retuned_macro_f1,0.8942738716737378,0.8943,4,1,,Policy-specific retuning on the shared INX folds.,The label is manuscript-facing; timestamps remain unavailable.,Do not describe P4/P5 as prospective validation.
R2E018,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,Retuned macro-F1 for Primary Leakage-Aware was 0.6210.,reports/research_log/major_revision_v3/phase1d_policy_retuning/headline_policy_comparison.csv,3ea78efa8b710759c1db2fa53e782b0144951ac927f3c86f0e18871b3c3e95e4,"{""policy_id"":""P3""}",5,retuned_macro_f1,0.6210211647446707,0.6210,4,1,,Policy-specific retuning on the shared INX folds.,The label is manuscript-facing; timestamps remain unavailable.,Do not describe P4/P5 as prospective validation.
R2E019,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,Retuned macro-F1 for Prospective-Plausibility was 0.4273.,reports/research_log/major_revision_v3/phase1d_policy_retuning/headline_policy_comparison.csv,3ea78efa8b710759c1db2fa53e782b0144951ac927f3c86f0e18871b3c3e95e4,"{""policy_id"":""P4""}",6,retuned_macro_f1,0.4273477523897735,0.4273,4,1,,Policy-specific retuning on the shared INX folds.,The label is manuscript-facing; timestamps remain unavailable.,Do not describe P4/P5 as prospective validation.
R2E020,,new,True,,Results — information-policy sensitivity,round2_timing,numerical,direct_exact,approved,Retuned macro-F1 for Strict Proxy-Reduced Prospective-Plausibility was 0.3547.,reports/research_log/major_revision_v3/phase1d_policy_retuning/headline_policy_comparison.csv,3ea78efa8b710759c1db2fa53e782b0144951ac927f3c86f0e18871b3c3e95e4,"{""policy_id"":""P5""}",7,retuned_macro_f1,0.3546512484092715,0.3547,4,1,,Policy-specific retuning on the shared INX folds.,The label is manuscript-facing; timestamps remain unavailable.,Do not describe P4/P5 as prospective validation.
R2E101,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Age, the P3 macro-F1 maximum-minus-minimum gap was 0.0301.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Age"",""metric"":""macro_f1"",""policy_id"":""P3""}",2,gap_max_minus_min,0.0300952607810995,0.0301,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E102,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Age, the P3 QWK maximum-minus-minimum gap was 0.0653.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Age"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",3,gap_max_minus_min,0.065333131500983702,0.0653,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E103,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Age, the P3 ordinal MAE maximum-minus-minimum gap was 0.0770.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Age"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",4,gap_max_minus_min,0.077017397074521807,0.0770,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E104,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Gender, the P3 macro-F1 maximum-minus-minimum gap was 0.0363.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Gender"",""metric"":""macro_f1"",""policy_id"":""P3""}",5,gap_max_minus_min,0.036317192136467703,0.0363,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E105,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Gender, the P3 QWK maximum-minus-minimum gap was 0.0527.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Gender"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",6,gap_max_minus_min,0.052658819186521301,0.0527,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E106,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Gender, the P3 ordinal MAE maximum-minus-minimum gap was 0.0508.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Gender"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",7,gap_max_minus_min,0.050816696914700497,0.0508,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E107,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Marital Status, the P3 macro-F1 maximum-minus-minimum gap was 0.0101.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Marital Status"",""metric"":""macro_f1"",""policy_id"":""P3""}",8,gap_max_minus_min,0.0101459693845041,0.0101,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E108,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Marital Status, the P3 QWK maximum-minus-minimum gap was 0.0381.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Marital Status"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",9,gap_max_minus_min,0.0381421764644546,0.0381,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E109,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Marital Status, the P3 ordinal MAE maximum-minus-minimum gap was 0.0291.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Marital Status"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",10,gap_max_minus_min,0.0290733830845771,0.0291,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E110,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Business Travel, the P3 macro-F1 maximum-minus-minimum gap was 0.0528.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Business Travel"",""metric"":""macro_f1"",""policy_id"":""P3""}",11,gap_max_minus_min,0.052844507305931397,0.0528,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E111,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Business Travel, the P3 QWK maximum-minus-minimum gap was 0.0711.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Business Travel"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",12,gap_max_minus_min,0.071086879019592195,0.0711,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E112,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Business Travel, the P3 ordinal MAE maximum-minus-minimum gap was 0.0613.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Business Travel"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",13,gap_max_minus_min,0.061337933678359199,0.0613,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
