claim_id,prior_claim_id,disposition,component,proposed_claim,exact_value,display_value,evidence_scope,mandatory_qualifier,prohibited_overclaim,source_path,source_sha256,source_selector,source_row_number,source_column
R2E102,,new,round2_subgroup,"For Age, the P3 QWK maximum-minus-minimum gap was 0.0653.",0.065333131500983702,0.0653,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Age"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",3,gap_max_minus_min
R2E103,,new,round2_subgroup,"For Age, the P3 ordinal MAE maximum-minus-minimum gap was 0.0770.",0.077017397074521807,0.0770,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Age"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",4,gap_max_minus_min
R2E104,,new,round2_subgroup,"For Gender, the P3 macro-F1 maximum-minus-minimum gap was 0.0363.",0.036317192136467703,0.0363,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Gender"",""metric"":""macro_f1"",""policy_id"":""P3""}",5,gap_max_minus_min
R2E105,,new,round2_subgroup,"For Gender, the P3 QWK maximum-minus-minimum gap was 0.0527.",0.052658819186521301,0.0527,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Gender"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",6,gap_max_minus_min
R2E106,,new,round2_subgroup,"For Gender, the P3 ordinal MAE maximum-minus-minimum gap was 0.0508.",0.050816696914700497,0.0508,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Gender"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",7,gap_max_minus_min
R2E107,,new,round2_subgroup,"For Marital Status, the P3 macro-F1 maximum-minus-minimum gap was 0.0101.",0.0101459693845041,0.0101,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Marital Status"",""metric"":""macro_f1"",""policy_id"":""P3""}",8,gap_max_minus_min
R2E108,,new,round2_subgroup,"For Marital Status, the P3 QWK maximum-minus-minimum gap was 0.0381.",0.0381421764644546,0.0381,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Marital Status"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",9,gap_max_minus_min
R2E109,,new,round2_subgroup,"For Marital Status, the P3 ordinal MAE maximum-minus-minimum gap was 0.0291.",0.0290733830845771,0.0291,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Marital Status"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",10,gap_max_minus_min
R2E110,,new,round2_subgroup,"For Business Travel, the P3 macro-F1 maximum-minus-minimum gap was 0.0528.",0.052844507305931397,0.0528,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Business Travel"",""metric"":""macro_f1"",""policy_id"":""P3""}",11,gap_max_minus_min
R2E111,,new,round2_subgroup,"For Business Travel, the P3 QWK maximum-minus-minimum gap was 0.0711.",0.071086879019592195,0.0711,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Business Travel"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",12,gap_max_minus_min
R2E112,,new,round2_subgroup,"For Business Travel, the P3 ordinal MAE maximum-minus-minimum gap was 0.0613.",0.061337933678359199,0.0613,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Business Travel"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",13,gap_max_minus_min
R2E113,,new,round2_subgroup,"For Department, the P3 macro-F1 maximum-minus-minimum gap was 0.2179.",0.21790672381805379,0.2179,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Department"",""metric"":""macro_f1"",""policy_id"":""P3""}",14,gap_max_minus_min
R2E114,,new,round2_subgroup,"For Department, the P3 QWK maximum-minus-minimum gap was 0.4388.",0.4388239828694927,0.4388,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Department"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",15,gap_max_minus_min
R2E115,,new,round2_subgroup,"For Department, the P3 ordinal MAE maximum-minus-minimum gap was 0.1193.",0.1192831703318446,0.1193,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Department"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",16,gap_max_minus_min
R2E116,,new,round2_subgroup,"For Education Background, the P3 macro-F1 maximum-minus-minimum gap was 0.0413.",0.0412628535236719,0.0413,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Education Background"",""metric"":""macro_f1"",""policy_id"":""P3""}",17,gap_max_minus_min
R2E117,,new,round2_subgroup,"For Education Background, the P3 QWK maximum-minus-minimum gap was 0.1190.",0.1189736135731317,0.1190,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Education Background"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",18,gap_max_minus_min
R2E118,,new,round2_subgroup,"For Education Background, the P3 ordinal MAE maximum-minus-minimum gap was 0.0891.",0.089062499999999906,0.0891,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Education Background"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",19,gap_max_minus_min
R2E201,,new,round2_hr_mapping,The retained three-class HR label 2 support was 31.,31,31,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""2"",""target_view"":""canonical_mapped""}",11,count
R2E202,,new,round2_hr_mapping,The retained three-class HR label 3 support was 243.,243,243,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""3"",""target_view"":""canonical_mapped""}",10,count
R2E203,,new,round2_hr_mapping,The retained three-class HR label 4 support was 37.,37,37,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""4"",""target_view"":""canonical_mapped""}",9,count
R2E204,,new,round2_hr_mapping,The raw-order HR PIP support was 13.,13,13,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""PIP"",""target_view"":""raw""}",8,count
R2E205,,new,round2_hr_mapping,The raw-order HR Needs Improvement support was 18.,18,18,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""Needs Improvement"",""target_view"":""raw""}",7,count
R2E206,,new,round2_hr_mapping,The raw-order HR Fully Meets support was 243.,243,243,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""Fully Meets"",""target_view"":""raw""}",6,count
R2E207,,new,round2_hr_mapping,The raw-order HR Exceeds support was 37.,37,37,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""Exceeds"",""target_view"":""raw""}",5,count
R2E208,,new,round2_hr_mapping,Three-class raw-XGBoost mean macro-F1 was 0.6531.,0.6530863072598907,0.6531,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""macro_f1"",""system"":""xgboost_raw""}",35,mean
R2E209,,new,round2_hr_mapping,Three-class raw-XGBoost mean QWK was 0.5339.,0.5339468057464363,0.5339,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_raw""}",39,mean
R2E210,,new,round2_hr_mapping,Three-class sigmoid-XGBoost mean macro-F1 was 0.6274.,0.627382962179569,0.6274,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""macro_f1"",""system"":""xgboost_sigmoid""}",45,mean
R2E211,,new,round2_hr_mapping,Three-class sigmoid-XGBoost mean QWK was 0.6044.,0.6043709651015794,0.6044,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_sigmoid""}",49,mean
R2E212,,new,round2_hr_mapping,Four-class raw-XGBoost mean macro-F1 was 0.5847.,0.5846691663028805,0.5847,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""macro_f1"",""system"":""xgboost_raw""}",85,mean
R2E213,,new,round2_hr_mapping,Four-class raw-XGBoost mean QWK was 0.6288.,0.628778996733584,0.6288,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_raw""}",89,mean
R2E214,,new,round2_hr_mapping,Four-class sigmoid-XGBoost mean macro-F1 was 0.5481.,0.5480971145687759,0.5481,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""macro_f1"",""system"":""xgboost_sigmoid""}",95,mean
R2E215,,new,round2_hr_mapping,Four-class sigmoid-XGBoost mean QWK was 0.6621.,0.6621061914750201,0.6621,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_sigmoid""}",99,mean
R2E216,,new,round2_hr_cv,"Of the 14 HR CV-design comparisons, 11 fell inside the repeated-run ranges.",11,11,Fourteen retained-mapping point-estimate versus empirical-range checks.,Observed repetition ranges are not confidence intervals.,Do not call the result an equivalence test.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""hr_cv_inside""}",5,value
R2E217,,new,round2_hr_cv,"Of the 14 HR CV-design comparisons, 3 fell outside the repeated-run ranges.",3,3,Fourteen retained-mapping point-estimate versus empirical-range checks.,Observed repetition ranges are not confidence intervals.,Do not claim unqualified robustness.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""hr_cv_outside""}",6,value
R2E218,,new,round2_hr_alias,The matched 309↔309 exclusion/refit macro-F1 change was 0.004210.,0.004209552434417785,0.004210,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""macro_f1""}",6,right_minus_left
R2E219,,new,round2_hr_alias,The matched 309↔309 exclusion/refit QWK change was -0.000339.,-0.00033913054066048165,-0.000339,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""quadratic_weighted_kappa""}",12,right_minus_left
R2E220,,new,round2_hr_alias,The matched 309↔309 exclusion/refit ordinal-MAE change was 0.000000.,0.0,0.000000,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""ordinal_mae""}",11,right_minus_left
R2E221,,new,round2_hr_alias,The matched 309↔309 exclusion/refit RPS change was 0.000024.,2.3791901245101554e-05,0.000024,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""ranked_probability_score""}",13,right_minus_left
R2E222,,new,round2_hr_alias,The matched 309↔309 exclusion/refit log-loss change was 0.010803.,0.010803014872976635,0.010803,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""nll_log_loss""}",10,right_minus_left
R2E223,,new,round2_hr_alias,The matched 309↔309 exclusion/refit Brier-score change was 0.000668.,0.0006683168173489684,0.000668,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""multiclass_brier""}",9,right_minus_left
R2E224,,new,round2_hr_alias,The matched 309↔309 exclusion/refit ECE change was -0.011197.,-0.011196953209805946,-0.011197,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""ece_confidence""}",5,right_minus_left
R2E225,,new,round2_hr_alias,The fit-free 311→309 sample-removal macro-F1 change was 0.005357.,0.005357176526360252,0.005357,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""macro_f1""}",22,right_minus_left
R2E226,,new,round2_hr_alias,The fit-free 311→309 sample-removal QWK change was -0.003035.,-0.003035075062632786,-0.003035,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""quadratic_weighted_kappa""}",28,right_minus_left
R2E227,,new,round2_hr_alias,The fit-free 311→309 sample-removal ordinal-MAE change was -0.002071.,-0.0020707811735814208,-0.002071,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""ordinal_mae""}",27,right_minus_left
R2E228,,new,round2_hr_alias,The fit-free 311→309 sample-removal RPS change was -0.000636.,-0.0006362877480518142,-0.000636,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""ranked_probability_score""}",29,right_minus_left
R2E229,,new,round2_hr_alias,Candidate selection changed in 2 of 5 HR exclusion/refit outer folds.,2,2,Repetition-1 raw-XGBoost exclusion/refit candidate schedules.,The count is descriptive and fold-specific.,Do not interpret it as population uncertainty.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""hr_alias_candidate_changed""}",7,value
